Alpha,SNP_A,SNP_B,SNP_C,SNP_D
0.503622,N4,N16,N21,M0P1
0.503622,N3,N5,N25,N36
0.503622,N1,N38,N40,M1T3
0.503622,N1,N14,N17,M1T3
0.503622,N1,N11,N32,M0P1
0.503622,N0,N14,N25,M1T2
0.503621,N5,N8,N19,N28
0.503621,N4,N17,N32,N33
0.503621,N2,N8,N21,N30
0.503621,N1,N5,N21,N31
0.503621,N1,N4,N28,N40
0.503621,N1,N15,N24,M1T2
0.503621,N1,N12,N28,N29
0.503621,N1,N10,N23,N27
0.503620,N5,N6,N9,N16
0.503620,N5,N6,N25,N37
0.503620,N5,N15,N28,N29
0.503620,N4,N14,N24,N40
0.503620,N2,N5,N25,N40
0.503620,N1,N5,N10,N32
0.503620,N1,N23,N25,M2Q1
0.503620,N1,N16,N27,N40
0.503620,N1,N15,N16,N26
0.503619,N5,N8,N22,N32
0.503619,N5,N13,N21,N40
0.503619,N5,N12,N14,N23
0.503619,N4,N10,N14,N21
0.503619,N3,N4,N8,N14
0.503619,N1,N9,N28,M2Q4
0.503619,N1,N8,N26,M1T2
0.503619,N1,N8,N12,N28
0.503619,N1,N2,N8,N38
0.503619,N1,N21,N31,N40
0.503619,N1,N12,N32,M2Q4
0.503619,N1,N11,N19,M2Q4
0.503619,N0,N1,N25,M2Q4
0.503618,N5,N16,N23,N27
0.503618,N4,N8,N23,N32
0.503618,N1,N9,N28,N32
0.503618,N1,N9,N21,M0P1
0.503618,N1,N5,N26,N34
0.503618,N1,N5,N17,M2Q1
0.503618,N1,N4,N11,M0P1
0.503618,N1,N32,N39,M2Q1
0.503618,N1,N23,N26,N34
0.503618,N1,N17,N28,N35
0.503618,N1,N10,N23,N32
0.503617,N5,N8,N11,N25
0.503617,N5,N13,N23,N28
0.503617,N1,N9,N27,N32
0.503617,N1,N5,N7,N17
0.503617,N1,N5,N17,M2Q4
0.503617,N1,N5,N15,M2Q3
0.503617,N1,N4,N17,N40
0.503617,N1,N32,N38,M0P2
0.503617,N1,N23,N35,N40
0.503617,N1,N21,N26,M0P2
0.503617,N1,N14,N27,N31
0.503617,N1,N12,N15,N36
0.503616,N5,N8,N17,N19
0.503616,N4,N21,N25,N33
0.503616,N3,N8,N21,N27
0.503616,N2,N4,N5,N14
0.503616,N1,N25,M0P2,M2Q2
0.503616,N1,N19,N23,M1T3
0.503616,N1,N19,N21,N34
0.503615,N5,N9,N22,N27
0.503615,N5,N21,N25,N30
0.503615,N1,N9,N19,N40
0.503615,N0,N2,N14,N32
0.503615,N0,N1,N23,N40
0.503614,N5,N11,N23,M0P2
0.503614,N1,N2,N3,N16
0.503614,N1,N15,N32,M0P2
0.503614,N1,N13,N23,N33
0.503613,N5,N17,N23,N36
0.503613,N4,N8,N11,N37
0.503613,N4,N23,N25,N29
0.503613,N4,N13,N26,N32
0.503613,N3,N8,N14,N21
0.503613,N3,N25,N38,M1T1
0.503613,N1,N7,N14,N28
0.503613,N1,N2,N14,N39
0.503613,N1,N15,N25,N34
0.503613,N1,N13,N21,N33
0.503613,N1,N12,N27,N32
0.503613,N1,N12,N21,N40
0.503613,N1,N10,N15,N28
0.503612,N2,N8,N13,N21
0.503612,N1,N9,N27,M2Q4
0.503612,N1,N5,N14,N30
0.503612,N1,N2,N5,N34
0.503612,N1,N15,N16,N28
0.503612,N1,N14,N39,M2Q2
0.503612,N0,N25,N26,N38
0.503611,N5,N6,N9,N28
0.503611,N3,N8,N23,N25
0.503611,N1,N4,N14,N26
0.503611,N1,N16,N17,N32
0.503611,N1,N10,N18,N23
0.503610,N5,N6,N16,N38
0.503610,N3,N25,N27,N40
0.503610,N3,N10,N21,N25
0.503610,N1,N7,N26,N33
0.503610,N1,N5,N32,M0P2
0.503610,N1,N24,N28,N30
0.503610,N1,N15,N23,N39
0.503610,N1,N10,N19,N31
0.503610,N0,N4,N23,N27
0.503610,N0,N15,N27,N32
0.503610,N0,N14,N32,M1T2
0.503609,N5,N21,M0P2,M1T2
0.503609,N4,N25,N38,N39
0.503609,N3,N17,N22,N25
0.503609,N2,N25,N26,N30
0.503609,N1,N20,N23,M2Q4
0.503609,N1,N12,N23,M2Q2
0.503609,N1,N10,N19,N23
0.503609,N0,N1,N25,M2Q1
0.503608,N5,N27,N38,M1T1
0.503608,N5,N12,N19,N23
0.503608,N5,N11,N23,N27
0.503608,N4,N17,N19,N25
0.503608,N2,N5,N21,N38
0.503608,N1,N18,N32,M2Q1
0.503608,N1,N14,N16,N17
0.503607,N5,N23,N27,N40
0.503607,N4,N8,N9,N27
0.503607,N4,N8,N14,N40
0.503607,N3,N16,N17,N25
0.503607,N2,N5,N8,N40
0.503607,N1,N6,N33,N38
0.503607,N1,N5,N14,N18
0.503607,N1,N4,N12,N21
0.503607,N1,N16,N19,N32
0.503607,N1,N15,N36,N38
0.503606,N4,N17,N25,N32
0.503606,N3,N8,N25,N32
0.503606,N3,N8,N21,M0P1
0.503606,N1,N9,N19,N23
0.503606,N1,N6,N38,N40
0.503606,N1,N5,N23,N39
0.503606,N1,N4,N8,N32
0.503606,N1,N25,N30,M2Q4
0.503606,N1,N11,N18,N19
0.503605,N5,N14,N21,N34
0.503605,N4,N23,N25,N34
0.503605,N2,N8,N9,N25
0.503605,N1,N23,N28,M1T3
0.503605,N1,N15,N16,M0P1
0.503605,N0,N25,N32,M1T2
0.503604,N5,N9,N14,N32
0.503604,N5,N8,N20,N23
0.503604,N5,N10,N12,N21
0.503604,N1,N5,N31,N40
0.503604,N1,N3,N25,M0P1
0.503604,N1,N16,N23,N40
0.503604,N0,N1,N8,N36
0.503603,N5,N25,N26,N28
0.503603,N5,N10,N23,N40
0.503603,N2,N8,N21,N26
0.503603,N1,N3,N16,N33
0.503603,N1,N23,M0P1,M2Q2
0.503603,N0,N5,N27,M1T1
0.503603,N0,N16,N25,N32
0.503602,N5,N11,N21,M0P1
0.503602,N5,N10,N14,N32
0.503602,N2,N4,N26,N32
0.503602,N2,N4,N14,N26
0.503602,N1,N8,N16,N30
0.503602,N1,N6,N8,N40
0.503602,N1,N21,N40,M1T2
0.503601,N5,N7,N21,N40
0.503601,N1,N5,N8,N35
0.503601,N1,N5,N19,N36
0.503601,N1,N15,N21,M2Q3
0.503601,N1,N10,N15,N40
0.503600,N5,N25,N29,N32
0.503600,N4,N11,N25,N37
0.503600,N1,N5,N6,N26
0.503600,N1,N19,N30,N36
0.503600,N1,N12,N19,N27
0.503600,N0,N8,N16,N27
0.503599,N5,N8,N9,N40
0.503599,N5,N15,N21,N40
0.503599,N4,N17,N23,N30
0.503599,N4,N14,N21,M2Q2
0.503599,N2,N21,N23,N34
0.503599,N1,N5,M0P1,M1T3
0.503599,N1,N4,N14,N34
0.503599,N1,N25,N30,M1T3
0.503599,N1,N21,N28,M1T2
0.503599,N1,N18,N21,N23
0.503599,N1,N12,N24,M0P2
0.503599,N0,N1,N32,M1T2
0.503599,N0,N15,N19,N25
0.503598,N5,N8,N16,N19
0.503598,N4,N8,N14,N16
0.503598,N1,N6,N26,N32
0.503598,N1,N4,N25,N27
0.503598,N1,N21,N27,N36
0.503598,N0,N4,N5,N27
0.503597,N5,N21,N37,N38
0.503597,N4,N5,N13,N21
0.503597,N4,N21,N24,N27
0.503597,N1,N6,N35,N40
0.503597,N1,N6,N23,N40
0.503597,N1,N5,N8,N36
0.503597,N1,N18,N21,M1T2
0.503597,N1,N17,N19,N31
0.503597,N1,N12,N13,M2Q4
0.503596,N4,N24,N25,N40
0.503596,N4,N16,N25,N40
0.503596,N1,N5,N6,N10
0.503596,N1,N23,N25,N36
0.503596,N1,N20,N21,M0P2
0.503595,N5,N21,N27,N37
0.503595,N4,N5,N16,N38
0.503595,N4,N14,N24,N38
0.503595,N2,N17,N25,N38
0.503595,N1,N7,N11,N16
0.503595,N1,N3,N27,M1T1
0.503595,N1,N19,N34,M1T2
0.503595,N1,N19,N20,N28
0.503595,N1,N15,N22,N25
0.503595,N0,N1,N17,N39
0.503594,N4,N5,N16,N21
0.503594,N1,N6,N15,N17
0.503594,N1,N17,N23,N31
0.503594,N1,N14,N40,M0P2
0.503594,N1,N12,N24,N25
0.503594,N0,N1,N25,N35
0.503593,N5,N21,N37,M1T2
0.503593,N5,N10,N15,N17
0.503593,N1,N6,N38,M2Q4
0.503593,N1,N3,N17,N33
0.503593,N1,N16,N23,M1T1
0.503593,N1,N15,N26,N36
0.503593,N1,N13,N15,N25
0.503592,N3,N5,N15,N16
0.503592,N1,N5,N6,M2Q4
0.503591,N5,N9,N23,N25
0.503591,N5,N9,N14,M0P2
0.503591,N5,N15,N22,N38
0.503591,N5,N14,N28,N35
0.503591,N5,N14,N25,N39
0.503591,N5,N10,N20,N25
0.503591,N4,N14,N21,N28
0.503591,N2,N6,N14,N16
0.503591,N1,N8,N16,M1T1
0.503591,N1,N5,N12,M2Q3
0.503591,N1,N10,N23,M0P1
0.503590,N5,N6,N19,N25
0.503590,N5,N14,N32,M1T1
0.503590,N1,N8,N13,M1T3
0.503590,N0,N21,N25,M2Q4
0.503590,N0,N14,N15,N35
0.503589,N5,N14,N23,N34
0.503589,N5,N11,N21,N37
0.503589,N1,N8,N22,N40
0.503589,N1,N21,N30,M2Q2
0.503589,N1,N14,N24,M2Q2
0.503588,N5,N9,N21,N23
0.503588,N5,N25,N39,N40
0.503588,N5,N10,N13,N17
0.503588,N4,N15,N25,N32
0.503588,N1,N9,N21,N28
0.503588,N1,N32,N34,M2Q1
0.503588,N1,N28,N30,M1T2
0.503588,N1,N12,N26,N28
0.503588,N0,N21,N25,N27
0.503587,N5,N9,N14,N40
0.503587,N5,N25,N28,M2Q4
0.503587,N5,N13,N23,N25
0.503587,N5,N10,N23,M0P2
0.503587,N1,N5,N17,M0P1
0.503587,N1,N28,N38,M2Q4
0.503587,N1,N17,N25,M2Q4
0.503587,N1,N11,N17,N20
0.503587,N0,N6,N14,N25
0.503586,N5,N9,N14,N15
0.503586,N4,N5,N11,N21
0.503586,N4,N25,N26,N37
0.503586,N1,N23,N27,M1T2
0.503586,N1,N22,N24,N32
0.503585,N5,N21,N29,N38
0.503585,N5,N14,N24,N28
0.503585,N1,N8,N38,M1T2
0.503585,N0,N5,N14,N17
0.503584,N5,N9,N19,N27
0.503584,N5,N7,N14,M1T1
0.503584,N5,N25,N26,M1T1
0.503584,N4,N5,N10,N23
0.503584,N0,N5,N25,N36
0.503583,N5,N6,N14,N28
0.503583,N5,N21,N32,M0P2
0.503583,N5,N21,N26,N38
0.503583,N5,N12,N17,N27
0.503583,N5,N11,N19,N28
0.503583,N5,N10,N11,N16
0.503583,N4,N21,N23,N27
0.503583,N3,N7,N25,N32
0.503583,N1,N5,N28,M1T3
0.503583,N1,N14,N34,N36
0.503583,N1,N11,N13,N15
0.503582,N5,N8,N9,N19
0.503582,N4,N14,N15,N27
0.503582,N1,N8,N21,N31
0.503582,N1,N7,N17,N23
0.503582,N1,N2,N13,N27
0.503582,N1,N20,N30,N32
0.503582,N1,N14,N17,N24
0.503582,N1,N14,M1T2,M2Q4
0.503581,N5,N8,N25,N28
0.503581,N5,N14,N23,N29
0.503581,N5,N10,N21,M2Q1
0.503581,N2,N8,N14,N26
0.503581,N2,N6,N21,N23
0.503581,N2,N17,N21,N40
0.503581,N1,N9,N25,M0P1
0.503581,N1,N2,N33,N38
0.503581,N1,N24,N30,N35
0.503581,N1,N21,N34,M0P2
0.503581,N1,N12,N25,N33
0.503581,N0,N1,N8,N12
0.503580,N5,N25,N37,M2Q3
0.503580,N5,N14,N15,M0P1
0.503580,N5,N11,N13,N21
0.503580,N4,N11,N17,N23
0.503580,N1,N9,N26,N32
0.503580,N1,N3,N19,N33
0.503580,N1,N12,N19,N23
0.503579,N4,N5,N23,N27
0.503579,N4,N11,N14,N16
0.503579,N3,N5,N14,N16
0.503579,N1,N6,N19,N25
0.503579,N1,N34,N38,N40
0.503579,N1,N2,N14,N27
0.503579,N1,N15,N17,N40
0.503578,N4,N6,N14,N21
0.503578,N2,N4,N19,N25
0.503578,N1,N8,N25,N34
0.503578,N1,N5,N9,M1T3
0.503578,N1,N25,N26,N35
0.503578,N1,N12,N23,M1T3
0.503578,N0,N16,N21,N25
0.503578,N0,N15,N25,N27
0.503577,N5,N25,N28,N35
0.503577,N5,N14,N38,M1T1
0.503577,N4,N5,N21,M2Q2
0.503577,N4,N13,N23,N25
0.503577,N1,N6,N25,M2Q3
0.503577,N1,N32,N35,M2Q1
0.503577,N1,N21,M0P1,M2Q4
0.503577,N1,N15,N17,N36
0.503576,N5,N23,N28,N33
0.503576,N5,N16,N19,N28
0.503576,N1,N8,N15,N19
0.503576,N1,N6,N15,N39
0.503576,N1,N10,N14,N24
0.503575,N4,N24,N26,N27
0.503575,N3,N17,N25,N27
0.503575,N1,N5,N27,M2Q1
0.503575,N1,N13,N20,N28
0.503575,N0,N5,N14,M2Q1
0.503574,N3,N5,N8,N14
0.503574,N2,N25,N30,N38
0.503574,N2,N14,N15,N35
0.503574,N1,N4,N5,N19
0.503574,N1,N20,N24,N30
0.503574,N1,N14,N20,M1T2
0.503573,N5,N21,N24,M2Q1
0.503573,N5,N19,N25,M1T1
0.503573,N3,N5,N17,N38
0.503573,N1,N8,N10,N26
0.503573,N1,N5,N19,M2Q3
0.503573,N1,N4,N8,N23
0.503573,N1,N4,N10,N24
0.503573,N1,N38,N40,M1T1
0.503573,N1,N28,N30,M2Q4
0.503573,N1,N15,N30,N39
0.503573,N1,N14,N27,N29
0.503572,N5,N8,N25,N33
0.503572,N5,N12,N19,N21
0.503572,N5,N12,N16,N23
0.503572,N5,N10,N17,N19
0.503572,N4,N8,N10,N14
0.503572,N1,N7,N11,N23
0.503572,N1,N23,N34,N39
0.503572,N1,N14,N18,M2Q1
0.503572,N1,N13,N23,N32
0.503572,N0,N5,N14,N34
0.503572,N0,N17,N25,N38
0.503571,N5,N7,N25,N26
0.503571,N5,N38,N40,M0P2
0.503571,N4,N14,N23,N38
0.503571,N3,N13,N21,N38
0.503571,N1,N9,N21,M2Q4
0.503571,N1,N8,N9,N16
0.503571,N1,N7,N32,N33
0.503571,N1,N5,N35,N38
0.503571,N1,N4,N29,N38
0.503571,N1,N24,N27,M0P1
0.503571,N0,N1,N32,M0P2
0.503570,N5,N14,N34,N40
0.503570,N4,N19,N26,N40
0.503570,N3,N5,N14,N15
0.503570,N2,N8,N14,N23
0.503570,N2,N4,N21,N25
0.503570,N2,N21,N32,N34
0.503570,N1,N5,N13,N26
0.503570,N1,N27,N32,N38
0.503570,N1,N22,N25,N40
0.503570,N1,N15,N20,N28
0.503570,N1,N11,N32,N40
0.503570,N1,N10,N25,N31
0.503570,N0,N1,N8,N21
0.503569,N5,N9,N21,N32
0.503569,N5,N10,N23,M2Q1
0.503569,N4,N23,N24,N28
0.503569,N1,N9,N23,M2Q4
0.503569,N1,N3,N4,N27
0.503569,N1,N14,N30,N31
0.503569,N0,N1,N19,N32
0.503568,N5,N15,N18,N23
0.503568,N1,N8,N24,N27
0.503568,N1,N2,N4,N39
0.503568,N1,N27,N34,M0P1
0.503568,N1,N25,N35,N38
0.503568,N1,N21,N32,M2Q3
0.503568,N1,N13,N30,N33
0.503568,N1,N12,N17,N28
0.503568,N1,N11,N32,M2Q1
0.503567,N2,N21,N25,N27
0.503567,N1,N21,N25,M1T1
0.503566,N5,N25,N26,N40
0.503566,N4,N5,N20,N25
0.503566,N4,N19,N25,N26
0.503566,N1,N2,N13,N20
0.503566,N1,N14,N34,M2Q1
0.503566,N1,N11,N40,M1T1
0.503565,N5,N23,N25,N32
0.503565,N4,N9,N30,N33
0.503565,N4,N6,N24,N27
0.503565,N4,N5,N9,N28
0.503565,N3,N5,N14,M2Q4
0.503565,N1,N6,N24,N38
0.503565,N1,N6,N14,N30
0.503565,N1,N6,N13,N21
0.503565,N1,N2,N14,N32
0.503565,N1,N12,N17,M2Q3
0.503564,N5,N6,N8,N23
0.503564,N5,N25,N33,M0P1
0.503564,N1,N32,N35,M0P2
0.503564,N1,N20,N27,N40
0.503564,N1,N19,N24,N27
0.503564,N1,N17,N23,M2Q1
0.503564,N1,N10,N23,N33
0.503563,N5,N9,N28,N40
0.503563,N1,N8,N10,N19
0.503563,N1,N5,N15,M2Q1
0.503563,N1,N23,N30,M2Q4
0.503562,N2,N10,N17,N21
0.503562,N1,N6,N15,N32
0.503562,N1,N6,N15,M2Q4
0.503562,N1,N6,N14,N39
0.503562,N1,N32,N38,N40
0.503562,N1,N14,N38,N39
0.503562,N1,N12,N23,N26
0.503561,N5,N19,N23,N38
0.503561,N5,N14,N28,M1T1
0.503561,N2,N21,N26,N27
0.503561,N1,N6,N25,N31
0.503561,N1,N5,N8,N20
0.503561,N1,N2,N3,N34
0.503561,N1,N27,N28,N34
0.503561,N1,N21,N37,M1T2
0.503560,N4,N24,N25,N27
0.503560,N1,N7,N14,M0P2
0.503560,N1,N5,N7,N10
0.503560,N1,N3,N26,N28
0.503560,N1,N2,N20,N21
0.503560,N1,N12,N21,M2Q1
0.503560,N1,N11,N33,M1T2
0.503560,N1,N11,N21,N26
0.503559,N5,N7,N21,N24
0.503559,N5,N20,N21,M0P1
0.503559,N5,N19,N27,N40
0.503559,N4,N23,N27,M0P1
0.503559,N4,N23,N25,N39
0.503559,N1,N3,N26,N27
0.503559,N1,N12,N13,N17
0.503559,N1,N11,N15,N17
0.503559,N0,N1,N17,N19
0.503558,N5,N6,N8,N27
0.503558,N3,N5,N20,N25
0.503558,N1,N9,N23,N29
0.503558,N1,N8,N10,N15
0.503558,N1,N19,N23,N24
0.503558,N1,N14,N17,N39
0.503558,N0,N5,N12,M0P2
0.503558,N0,N1,N25,M0P2
0.503557,N1,N3,N11,N17
0.503557,N1,N31,N32,N33
0.503557,N1,N21,M1T1,M2Q2
0.503557,N1,N14,N30,M1T2
0.503557,N0,N1,N21,N32
0.503556,N5,N23,N28,N38
0.503556,N5,N19,N22,N25
0.503556,N5,N17,N21,N24
0.503556,N5,N15,N19,N27
0.503556,N3,N5,N6,N25
0.503556,N1,N8,N22,N23
0.503556,N1,N8,M1T3,M2Q1
0.503556,N1,N24,N26,M2Q3
0.503556,N1,N16,N24,N35
0.503556,N1,N12,N32,M2Q3
0.503555,N5,N8,N23,M1T2
0.503555,N2,N5,N16,N21
0.503555,N1,N15,N16,N39
0.503555,N1,N14,M0P2,M1T1
0.503555,N0,N5,N21,N38
0.503555,N0,N1,N14,N29
0.503554,N5,N13,N25,M2Q3
0.503554,N1,N9,N26,N30
0.503554,N1,N5,M1T2,M2Q4
0.503554,N1,N4,N14,M1T2
0.503554,N1,N3,N23,N28
0.503554,N1,N2,N17,N26
0.503554,N1,N16,N38,M0P2
0.503554,N1,N14,N21,M2Q3
0.503554,N1,N12,N16,N24
0.503553,N5,N8,N38,M1T2
0.503553,N5,N21,N38,M2Q1
0.503553,N4,N6,N25,N27
0.503553,N4,N13,N25,N26
0.503553,N1,N9,N21,N22
0.503553,N1,N6,N12,N13
0.503553,N1,N2,N15,N19
0.503553,N1,N12,N15,N25
0.503552,N5,N9,N27,N28
0.503552,N4,N14,N23,N40
0.503552,N3,N21,N23,N27
0.503552,N1,N9,N22,N40
0.503552,N1,N7,N27,N38
0.503552,N1,N6,N12,N40
0.503552,N1,N3,N12,M2Q4
0.503552,N1,N25,N26,N36
0.503552,N1,N14,N17,N35
0.503552,N1,N10,N15,N38
0.503551,N5,N23,N34,M0P2
0.503551,N4,N11,N25,N32
0.503551,N4,N10,N14,N23
0.503551,N1,N9,N14,N35
0.503551,N1,N24,N25,M2Q2
0.503551,N1,N21,N40,M1T1
0.503551,N1,N21,N27,N31
0.503551,N1,N14,N19,N35
0.503551,N0,N1,N4,N40
0.503550,N2,N8,N23,N26
0.503550,N2,N4,N23,N25
0.503550,N1,N5,N36,M1T1
0.503550,N1,N17,N26,N37
0.503550,N1,N10,N15,N35
0.503550,N0,N20,N25,N27
0.503549,N5,N8,N9,N16
0.503549,N5,N6,N15,N24
0.503549,N5,N24,N27,N28
0.503549,N5,N21,N23,N32
0.503549,N5,N14,N25,M2Q1
0.503549,N4,N25,N26,N40
0.503549,N3,N15,N17,N38
0.503549,N1,N6,N27,M1T1
0.503549,N1,N6,N21,N30
0.503549,N1,N3,N11,N27
0.503549,N1,N28,N32,N34
0.503548,N5,N14,N27,M2Q3
0.503548,N4,N19,N25,N28
0.503548,N3,N5,N7,N25
0.503548,N2,N5,N25,N38
0.503548,N2,N4,N25,N30
0.503548,N1,N8,M0P1,M2Q2
0.503548,N1,N28,N32,N40
0.503547,N5,N6,N8,N25
0.503547,N5,N6,N23,N38
0.503547,N4,N6,N8,N21
0.503547,N4,N5,N23,N28
0.503547,N4,N21,N28,N32
0.503547,N1,N3,N8,N13
0.503547,N1,N3,N14,N35
0.503547,N1,N28,N35,M2Q1
0.503547,N1,N24,N25,M0P1
0.503547,N0,N1,N23,N33
0.503546,N5,N21,N24,M0P1
0.503546,N5,N17,N23,N28
0.503546,N4,N8,N27,N38
0.503546,N3,N7,N16,N25
0.503546,N3,N23,N25,N32
0.503546,N2,N21,N23,N29
0.503546,N1,N8,N21,M0P2
0.503546,N1,N6,N12,N32
0.503546,N1,N28,N35,N38
0.503546,N1,N27,N28,N40
0.503546,N0,N2,N4,N14
0.503546,N0,N1,N6,N8
0.503545,N5,N8,N40,M2Q1
0.503545,N5,N15,N25,N30
0.503545,N3,N17,N21,N30
0.503545,N1,N8,N18,N27
0.503545,N1,N8,N10,N14
0.503545,N1,N14,N15,N31
0.503544,N5,N13,N23,M0P2
0.503544,N4,N13,N21,N38
0.503544,N1,N5,N11,N17
0.503544,N1,N3,N33,N38
0.503544,N1,N29,N30,N34
0.503544,N1,N10,N38,N39
0.503544,N0,N23,N25,M1T2
0.503544,N0,N17,N25,M1T2
0.503543,N5,N19,N21,N26
0.503543,N5,N17,N25,M0P2
0.503543,N4,N17,N30,N37
0.503543,N4,N16,N25,N33
0.503543,N4,N11,N21,N32
0.503543,N1,N11,N15,M0P1
0.503542,N1,N4,N34,N39
0.503542,N1,N25,N32,N37
0.503542,N1,N12,N32,M0P1
0.503542,N1,N11,N14,M2Q4
0.503541,N5,N9,N21,M2Q4
0.503541,N5,N19,N21,M2Q3
0.503541,N1,N32,N34,N35
0.503541,N1,N12,N14,N23
0.503540,N5,N8,N12,N15
0.503540,N5,N6,N14,N16
0.503540,N5,N15,N27,M0P2
0.503540,N4,N11,N30,N37
0.503540,N1,N7,N17,N39
0.503540,N1,N5,N27,N32
0.503540,N1,N15,N18,N33
0.503540,N1,N14,N17,M2Q3
0.503540,N0,N1,N21,N31
0.503539,N5,N18,N25,N40
0.503539,N3,N6,N21,N30
0.503539,N3,N4,N21,N27
0.503539,N1,N6,N23,N38
0.503539,N1,N32,N34,M2Q4
0.503539,N1,N2,N8,N21
0.503539,N1,N24,N38,N39
0.503539,N1,N23,N28,M1T1
0.503539,N1,N15,N19,N32
0.503539,N1,N12,N23,N33
0.503539,N0,N5,N17,N25
0.503538,N5,N23,N25,M0P1
0.503538,N5,N13,N20,N21
0.503538,N3,N8,N21,N26
0.503538,N1,N8,N11,N30
0.503538,N1,N32,N40,M1T2
0.503538,N1,N23,N32,M1T2
0.503538,N1,N19,N30,N34
0.503538,N1,N15,N32,M2Q3
0.503537,N4,N14,N23,N35
0.503537,N1,N7,N26,M1T2
0.503537,N1,N5,M0P1,M2Q1
0.503537,N1,N2,N19,N40
0.503537,N1,N19,N25,M0P1
0.503537,N1,N13,N14,N15
0.503537,N1,N11,N30,N34
0.503536,N4,N8,N14,N20
0.503536,N1,N8,N37,N38
0.503536,N1,N8,N12,M1T3
0.503536,N1,N5,N11,M1T2
0.503536,N1,N4,N25,M2Q4
0.503536,N1,N4,N11,N17
0.503536,N1,N20,N23,M2Q3
0.503536,N1,N13,N25,M0P2
0.503536,N1,N12,N24,N32
0.503535,N4,N21,N22,N39
0.503535,N2,N19,N23,N25
0.503535,N1,N5,N10,M0P2
0.503535,N1,N25,N30,M1T1
0.503535,N1,N20,N24,N40
0.503535,N1,N17,N30,N37
0.503535,N1,N15,N16,N29
0.503534,N5,N25,N38,M2Q4
0.503534,N5,N11,N23,N40
0.503534,N4,N14,N25,N36
0.503534,N1,N8,N9,N15
0.503534,N0,N5,N10,N21
0.503533,N1,N8,N14,N17
0.503533,N1,N6,N7,N8
0.503533,N1,N26,N38,M2Q4
0.503533,N1,N23,N25,M1T1
0.503533,N1,N16,N20,N25
0.503533,N1,N12,N13,N15
0.503533,N1,N11,N14,N33
0.503532,N1,N8,N18,N32
0.503532,N1,N7,N24,N40
0.503532,N1,N3,N11,M2Q2
0.503532,N1,N2,N4,N19
0.503531,N5,N9,N25,N33
0.503531,N3,N5,N27,N28
0.503531,N1,N6,N17,N38
0.503531,N1,N5,N8,N37
0.503531,N1,N4,N5,N26
0.503531,N1,N33,N35,M0P2
0.503531,N1,N23,N26,N28
0.503531,N1,N19,N23,M1T2
0.503531,N1,N11,N25,M2Q1
0.503531,N0,N8,N14,N32
0.503531,N0,N17,N21,N25
0.503530,N5,N9,N14,M1T2
0.503530,N5,N6,N12,N40
0.503530,N1,N9,N26,N40
0.503530,N1,N5,N23,M2Q4
0.503530,N1,N4,N5,N34
0.503530,N1,N32,N35,N40
0.503529,N5,N12,N21,M0P2
0.503529,N4,N23,N26,N32
0.503529,N4,N17,N28,N32
0.503528,N5,N23,N25,N34
0.503528,N5,N12,N17,N32
0.503528,N1,N5,N11,N26
0.503528,N1,N4,N8,N12
0.503528,N1,N11,N32,N34
0.503528,N0,N1,N27,M0P2
0.503527,N5,N18,N23,N25
0.503527,N1,N5,N34,M0P2
0.503527,N1,N18,N25,N27
0.503527,N1,N14,N33,N35
0.503527,N1,N12,N38,M2Q4
0.503526,N5,N8,N12,M2Q2
0.503526,N5,N11,N23,M0P1
0.503526,N3,N19,N21,N32
0.503526,N1,N8,N26,M2Q3
0.503526,N1,N6,N28,N40
0.503526,N1,N4,N20,N26
0.503526,N1,N2,N5,N25
0.503526,N1,N2,N17,N33
0.503526,N1,N25,N28,N37
0.503526,N1,N12,N15,N40
0.503525,N4,N8,N26,N27
0.503525,N4,N5,N23,N38
0.503525,N1,N9,N13,N25
0.503525,N1,N5,N8,M2Q2
0.503525,N1,N5,N7,N11
0.503525,N1,N3,N10,N14
0.503525,N1,N27,N28,N35
0.503525,N1,N23,M0P1,M1T3
0.503524,N4,N8,N25,M0P1
0.503524,N4,N15,N19,N25
0.503524,N1,N5,N32,M1T2
0.503524,N1,N3,N9,N21
0.503524,N1,N25,N32,M1T3
0.503524,N1,N13,N26,N38
0.503523,N1,N6,N23,N27
0.503523,N1,N23,N40,M0P2
0.503523,N1,N14,N23,M2Q3
0.503522,N5,N25,N28,N32
0.503522,N5,N12,N15,N19
0.503522,N2,N6,N16,N25
0.503522,N1,N8,N14,N36
0.503522,N1,N5,N19,M2Q2
0.503522,N1,N14,N32,M2Q2
0.503522,N1,N12,N29,N38
0.503522,N1,N11,N13,N21
0.503522,N0,N4,N8,N32
0.503521,N5,N12,N15,M0P1
0.503521,N1,N4,N23,N34
0.503521,N1,N17,N30,M1T3
0.503520,N4,N23,N25,N30
0.503520,N1,N5,N12,N24
0.503520,N1,N3,N32,M2Q2
0.503520,N1,N3,N24,N27
0.503520,N1,N24,N26,N34
0.503519,N5,N12,N25,N28
0.503519,N0,N2,N6,N14
0.503518,N5,N6,N8,N14
0.503518,N5,N19,N23,N34
0.503518,N4,N21,N38,N39
0.503518,N1,N9,N16,N21
0.503518,N1,N9,N14,N34
0.503518,N1,N7,N24,N32
0.503518,N1,N6,N13,N32
0.503517,N1,N7,N16,N40
0.503516,N5,N8,N10,N32
0.503516,N4,N14,N27,N34
0.503516,N4,N14,N25,N34
0.503516,N4,N14,N24,N28
